"time_period","time_identifier","geographic_level","country_code","country_name","academic_year","YAG","qualification_level","sex","CAH2_code","CAH2_subject","CAH3_code","CAH3_subject","grads","grads_uk","unmatched_percent","overseas_percent","matched","activity_not_captured","no_sust_dest","sust_emp_only","sust_emp_with_or_without_fs","sust_emp_fs_or_both","fs_with_or_without_sust_emp","earnings_include","earnings_LQ","earnings_median","earnings_UQ"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 8","Male","CAH02-06","Allied health","CAH02-06-07","Counselling, psychotherapy and occupational therapy",0,0,"c","c","c","c","c","c","c","c","c","0","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Male","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-02","Toxicology",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 8","Female","CAH10-01","Engineering","CAH10-01-02","Mechanical engineering",30,30,"10.4","6.5","25","11.6","3.9","69.1","84.6","84.6","15.4","15","27700","38000","40900"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 8","Female","CAH10-03","Materials and technology","CAH10-03-07","Materials science",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 8","Female","CAH01-01","Medicine and dentistry","CAH01-01-03","Medicine by specialism",35,35,"2.9","2.8","35","13","4","79.3","83","83","3.8","25","29900","40200","60600"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 8","Male","CAH02-06","Allied health","CAH02-06-02","Nutrition and dietetics",0,0,"c","c","c","c","c","c","c","c","c","0","c","c","c"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 8","Male","CAH11-01","Computing","CAH11-01-03","Information systems",25,25,"0","1.1","25","22.4","1.9","71.8","75.7","75.7","3.8","20","44700","52700","78700"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 8","Male","CAH17-01","Business and management","CAH17-01-07","Finance",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","First-degree","Female","CAH07-04","General, applied and forensic sciences","CAH07-04-04","Natural sciences (non-specific)",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 8","Female","CAH25-01","Creative arts and design","CAH25-01-02","Art",25,25,"6.4","4.1","20","4.6","6.1","75.5","89.3","89.3","13.7","15","16100","21700","33600"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 8","Female","CAH23-01","Combined and general studies","CAH23-01-01","Combined, general or negotiated studies",0,0,"c","c","c","c","c","c","c","c","c","0","c","c","c"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 8","Male","CAH15-01","Sociology, social policy and anthropology","CAH15-01-05","Development studies",10,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Female","CAH06-01","Agriculture, food and related studies","CAH06-01-02","Agricultural sciences",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 8","Male","CAH10-01","Engineering","CAH10-01-07","Civil engineering",50,45,"6.3","9.6","45","22.6","2.3","68.4","72.9","75.2","6.8","30","31800","41200","45300"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","First-degree","Female","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-02","Toxicology",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 7","Male","CAH10-03","Materials and technology","CAH10-03-05","Biotechnology",35,35,"0","2.8","35","10","1.4","67.1","82.9","88.6","21.4","20","26700","31500","53800"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Male","CAH10-03","Materials and technology","CAH10-03-05","Biotechnology",35,35,"0","0","35","13.9","4.2","63.9","79.2","81.9","18.1","25","31400","36100","46400"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 8","Female","CAH23-01","Combined and general studies","CAH23-01-03","Humanities (non-specific)",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Female","CAH10-03","Materials and technology","CAH10-03-01","Minerals technology",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","Level 7","Female","CAH01-01","Medicine and dentistry","CAH01-01-03","Medicine by specialism",25,25,"3.9","3.8","25","8.2","0","87.7","91.8","91.8","4.1","20","22300","27400","38100"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Female","CAH03-01","Biosciences","CAH03-01-05","Plant sciences",15,15,"5.9","0","15","0","6.2","81.2","93.8","93.8","12.5","10","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 8","Female","CAH19-04","Languages and area studies","CAH19-04-08","American and australasian studies",10,10,"c","c","10","c","c","c","c","c","c","10","c","c","c"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 7","Male","CAH03-01","Biosciences","CAH03-01-07","Genetics",35,30,"6.4","12.1","30","7.9","10.2","68.4","80.8","81.9","13.5","20","24800","32800","43400"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","Level 7","Female","CAH10-03","Materials and technology","CAH10-03-01","Minerals technology",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Female","CAH06-01","Agriculture, food and related studies","CAH06-01-05","Forestry and arboriculture",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 7","Male","CAH06-01","Agriculture, food and related studies","CAH06-01-07","Food sciences",15,15,"0","0","15","0","0","90","100","100","10","10","c","c","c"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 8","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-04","Environmental sciences",20,20,"4.7","4.4","20","19.5","0","75.6","75.6","80.5","4.9","15","32800","37600","45600"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 8","Male","CAH10-03","Materials and technology","CAH10-03-07","Materials science",20,20,"2.4","6.8","20","7.5","7.5","77.5","77.5","85","7.5","15","36500","44300","65000"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Male","CAH06-01","Agriculture, food and related studies","CAH06-01-06","Food and beverage studies (non-specific)",20,20,"5.6","0","15","11.9","3","73.3","85.2","85.2","11.9","10","c","c","c"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","Level 7","Female","CAH10-01","Engineering","CAH10-01-04","Aeronautical and aerospace engineering",15,15,"0","6.9","15","22.2","11.1","59.3","66.7","66.7","7.4","10","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","Level 8","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-03","Human geography",50,45,"2.1","6.9","45","9.8","2.2","80.4","88","88","7.6","35","25200","35800","40900"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Male","CAH03-01","Biosciences","CAH03-01-10","Others in biosciences",15,15,"0","1.6","15","0","1.6","78.1","96.8","98.4","20.4","10","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 8","Male","CAH09-01","Mathematical sciences","CAH09-01-03","Statistics",45,40,"0","9.2","40","1.3","5.1","76.6","89.6","93.6","17","30","31400","38700","49300"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Female","CAH04-01","Psychology","CAH04-01-04","Psychology and health",35,35,"0","2.7","35","16.5","2.8","69.7","77.9","80.7","11","25","21900","30700","51800"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Male","CAH06-01","Agriculture, food and related studies","CAH06-01-08","Food and beverage production",35,35,"2.9","5.5","35","9","3","85","88","88","3","30","28500","36900","61000"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 8","Male","CAH07-01","Physics and astronomy","CAH07-01-02","Astronomy",40,35,"0","13.2","35","15.2","3.9","80.9","80.9","80.9","0","25","36900","49600","59900"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 7","Male","CAH19-01","English studies","CAH19-01-06","Others in English studies",5,5,"c","c","5","c","c","c","c","c","c","0","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","First-degree","Female","CAH02-05","Medical sciences","CAH02-05-02","Healthcare science (non-specific)",90,90,"1.1","0","90","2.2","4.4","86.7","92.2","93.3","6.7","75","22300","23800","28500"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Female","CAH11-01","Computing","CAH11-01-02","Information technology",10,10,"c","c","10","c","c","c","c","c","c","10","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","Level 7","Male","CAH19-04","Languages and area studies","CAH19-04-07","African and modern middle eastern studies",25,25,"0","4.9","25","7.7","7.7","60.3","75.6","84.6","24.4","10","c","c","c"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 7","Female","CAH10-01","Engineering","CAH10-01-02","Mechanical engineering",55,50,"1.9","1.9","50","0","5.9","72.7","93.4","94.1","21.3","35","28800","36100","49600"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Male","CAH24-01","Media, journalism and communications","CAH24-01-03","Publishing",20,20,"7.6","0","20","12.3","4.9","82.8","82.8","82.8","0","15","28500","35800","41200"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 8","Female","CAH10-03","Materials and technology","CAH10-03-02","Materials technology",15,15,"6.5","6.1","15","0","3.4","96.6","96.6","96.6","0","15","31500","41000","53100"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 8","Female","CAH07-04","General, applied and forensic sciences","CAH07-04-01","Physical sciences (non-specific)",15,15,"0","2.4","15","2.4","14.8","80.3","80.3","82.7","2.4","10","c","c","c"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","Level 7","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-05","Others in geographical studies",30,30,"0","6.2","30","14.8","0","75.3","81.9","85.2","9.9","25","24800","36100","46700"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 8","Female","CAH20-01","History and archaeology","CAH20-01-05","Classics",20,15,"0","8.3","15","0","0","87.9","100","100","12.1","10","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 8","Female","CAH25-01","Creative arts and design","CAH25-01-04","Cinematics and photography",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","Level 7","Female","CAH24-01","Media, journalism and communications","CAH24-01-02","Publicity studies",65,60,"13.2","4","50","13.3","5.7","78.4","79","80.9","2.5","40","23700","30700","39400"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Female","CAH06-01","Agriculture, food and related studies","CAH06-01-01","Animal science",60,60,"5","3.3","55","5.3","3.5","74.3","91.2","91.2","16.8","40","15100","22100","25200"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Female","CAH19-04","Languages and area studies","CAH19-04-05","Slavic studies",20,20,"0","0.9","20","18.2","1.8","72.8","78.2","80","7.3","10","c","c","c"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-05","Others in geographical studies",0,0,"c","c","c","c","c","c","c","c","c","0","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 8","Male","CAH20-01","History and archaeology","CAH20-01-03","Archaeology",20,20,"5","4","20","21.1","0","73.7","76.3","78.9","5.3","15","22700","27800","35500"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","Level 7","Female","CAH06-01","Agriculture, food and related studies","CAH06-01-05","Forestry and arboriculture",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
202324,"Tax year","National","K02000001","United Kingdom","2019/2020","3 YAG","Level 8","Male","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 7","Female","CAH09-01","Mathematical sciences","CAH09-01-02","Operational research",25,25,"2.8","5.8","25","4.2","0","72.5","89.4","95.8","23.3","15","34000","37700","50500"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 8","Female","CAH15-04","Health and social care","CAH15-04-01","Social work",15,15,"0","0","15","10.1","6.7","79.8","83.2","83.2","3.4","10","c","c","c"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-05","Others in geographical studies",25,25,"13","4.2","20","10","5","80","85","85","5","15","33900","40500","46700"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","Level 7","Female","CAH10-01","Engineering","CAH10-01-03","Production and manufacturing engineering",35,30,"21.7","6.1","25","8.3","4.2","87.5","87.5","87.5","0","20","11300","32500","44200"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 8","Female","CAH23-01","Combined and general studies","CAH23-01-02","Personal development",5,5,"c","c","5","c","c","c","c","c","c","5","c","c","c"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 8","Male","CAH26-01","Geography, earth and environmental studies","CAH26-01-02","Physical geographical sciences",55,55,"0","5.3","55","7.5","2.5","83.4","85.3","90","6.6","45","31400","35400","40900"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 8","Female","CAH09-01","Mathematical sciences","CAH09-01-03","Statistics",15,15,"0","6.7","15","14.3","0","76.7","85.7","85.7","9","10","c","c","c"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 8","Female","CAH03-01","Biosciences","CAH03-01-07","Genetics",20,20,"0","2.7","20","11.1","8.3","72.8","80.6","80.6","7.8","15","30700","36100","43100"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 8","Female","CAH26-01","Geography, earth and environmental studies","CAH26-01-03","Human geography",40,40,"0","3.7","40","10.3","10.3","71.7","76.8","79.4","7.7","25","28500","39400","46700"
