Year,Subject group HECoS CAH1,Subject group HECoS CAH3,POLAR4 Quintile,Main scheme applicant,Main scheme application,Accepted applicants
2023,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 3,All,All,15
2024,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 3,All,All,10
2019,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,210
2020,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,180
2021,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,150
2022,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,155
2023,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,135
2024,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 3,All,All,125
2019,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,680
2020,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,645
2021,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,605
2022,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,645
2023,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,620
2024,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 3,All,All,610
2019,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,705
2020,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,670
2021,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,665
2022,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,635
2023,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,575
2024,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 3,All,All,590
2019,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,150
2020,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,145
2021,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,130
2022,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,120
2023,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,100
2024,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 3,All,All,95
2019,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,60
2020,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,55
2021,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,45
2022,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,50
2023,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,30
2024,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 3,All,All,35
2019,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,170
2020,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,155
2021,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,140
2022,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,105
2023,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,115
2024,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 3,All,All,125
2019,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,20
2020,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,20
2021,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,20
2022,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,15
2023,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,10
2024,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 3,All,All,15
2019,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,160
2020,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,150
2021,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,135
2022,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,135
2023,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,115
2024,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 3,All,All,125
2019,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,270
2020,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,295
2021,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,285
2022,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,315
2023,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,225
2024,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 3,All,All,235
2019,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2020,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2021,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2022,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2023,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2024,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 3,All,All,15
2019,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,15
2020,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,15
2021,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,10
2022,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,15
2023,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,10
2024,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 3,All,All,15
2019,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,5
2020,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,5
2021,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,10
2022,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 3,All,All,5
2019,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,5
2021,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,5
2022,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,10
2023,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 3,All,All,5
2019,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,5
2021,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,5
2022,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 3,All,All,10
2019,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,145
2020,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,140
2021,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,140
2022,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,135
2023,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,90
2024,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 3,All,All,95
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,35
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,20
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,15
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,20
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,20
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 3,All,All,25
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1200
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1275
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1300
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1360
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1265
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 3,All,All,1290
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,40
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,50
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,25
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,35
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,25
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 3,All,All,30
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,5
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,10
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,5
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,15
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,10
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 3,All,All,15
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,545
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,505
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,570
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,560
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,555
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 3,All,All,515
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,25
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,15
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,20
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,20
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 3,All,All,15
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,55
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,70
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,90
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,70
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,85
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 3,All,All,65
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,70
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,40
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,35
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,45
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,55
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 3,All,All,40
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,85
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,80
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,120
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,65
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,65
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 3,All,All,65
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,75
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,100
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,110
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,125
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,110
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 3,All,All,120
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1065
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1165
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1165
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1225
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1265
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 3,All,All,1275
