Year,Subject group HECoS CAH1,Subject group HECoS CAH3,IMD Aggregated,Accepted applicants
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,30
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,25
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,30
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,25
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,30
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 2,30
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1300
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1325
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1285
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1330
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1230
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 2,1225
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,45
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,45
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,35
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,35
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,30
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 2,35
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,5
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,25
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,15
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,20
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,15
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 2,25
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,535
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,460
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,510
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,485
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,470
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 2,460
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,25
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,30
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,25
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,15
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,20
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 2,10
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,65
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,75
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,85
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,70
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,90
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 2,75
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,95
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,60
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,45
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,50
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,70
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 2,50
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,80
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,85
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,130
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,75
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,70
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 2,75
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,85
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,85
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,95
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,105
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,120
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 2,130
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1065
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1200
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1230
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1255
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1270
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 2,1270
2019,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,2355
2020,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,2500
2021,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,3025
2022,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,3705
2023,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,4590
2024,(CAH17) business and management,(CAH17-01-01) business and management (non-specific),Quintile 2,4620
2019,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,3295
2020,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,3510
2021,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,3485
2022,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,4795
2023,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,3825
2024,(CAH17) business and management,(CAH17-01-02) business studies,Quintile 2,4810
2019,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1460
2020,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1225
2021,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1465
2022,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1765
2023,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1415
2024,(CAH17) business and management,"(CAH17-01-06) tourism, transport and travel",Quintile 2,1375
2019,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,235
2020,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,220
2021,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,195
2022,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,190
2023,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,185
2024,(CAH17) business and management,(CAH17-01-05) human resource management,Quintile 2,150
2019,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1615
2020,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1485
2021,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1495
2022,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1405
2023,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1275
2024,(CAH17) business and management,(CAH17-01-04) management studies,Quintile 2,1285
2019,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,1780
2020,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,1690
2021,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,1920
2022,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,1885
2023,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,1955
2024,(CAH17) business and management,(CAH17-01-08) accounting,Quintile 2,2225
2019,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1230
2020,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1190
2021,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1320
2022,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1415
2023,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1515
2024,(CAH17) business and management,(CAH17-01-07) finance,Quintile 2,1740
2019,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1440
2020,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1490
2021,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1440
2022,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1405
2023,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1515
2024,(CAH15) social sciences,(CAH15-03-01) politics,Quintile 2,1615
2019,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,160
2020,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,170
2021,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,160
2022,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,165
2023,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,155
2024,(CAH15) social sciences,(CAH15-01-04) anthropology,Quintile 2,125
2019,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1690
2020,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1770
2021,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1755
2022,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1710
2023,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1840
2024,(CAH15) social sciences,(CAH15-02-01) economics,Quintile 2,1945
2019,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,1045
2020,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,975
2021,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,790
2022,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,700
2023,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,585
2024,(CAH15) social sciences,(CAH15-04-02) childhood and youth studies,Quintile 2,530
2019,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1515
2020,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1630
2021,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1595
2022,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1380
2023,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1195
2024,(CAH15) social sciences,(CAH15-04-01) social work,Quintile 2,1245
2019,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 2,390
2020,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 2,390
2021,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 2,380
2022,(CAH15) social sciences,(CAH15-01-01) social sciences (non-specific),Quintile 2,340
